"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 16:05:00";"2";"0";"51";"1,08";"4194304";"209296";"4,99";"1";"1";"50";"0";"0"
"05.11.2015 16:10:00";"2";"0";"51";"1,08";"4194304";"172805";"4,12";"0";"2";"50";"0";"0"
"05.11.2015 16:15:00";"2";"0";"52";"1,09";"4194304";"122474";"2,92";"0";"1";"50";"0";"0"
"05.11.2015 16:20:00";"2";"0";"53";"1,11";"4194304";"270533";"6,45";"0";"1";"50";"0";"0"
"05.11.2015 16:25:00";"2";"0";"56";"1,18";"4194304";"248303";"5,92";"0";"3";"50";"0";"0"
"05.11.2015 16:30:00";"2";"0";"48";"1,01";"4194304";"228590";"5,45";"0";"2";"50";"0";"0"
"05.11.2015 16:35:00";"2";"0";"51";"1,07";"4194304";"262144";"6,25";"0";"2";"50";"0";"0"
"05.11.2015 16:40:00";"2";"0";"52";"1,1";"4194304";"251239";"5,99";"0";"2";"50";"0";"0"
"05.11.2015 16:45:00";"2";"0";"51";"1,07";"4194304";"136315";"3,25";"0";"1";"50";"0";"0"
"05.11.2015 16:50:00";"2";"0";"50";"1,05";"4194304";"195035";"4,65";"0";"1";"50";"0";"0"
"05.11.2015 16:55:00";"2";"0";"52";"1,1";"4194304";"239914";"5,72";"0";"1";"50";"0";"0"
"05.11.2015 17:00:00";"2";"0";"53";"1,12";"4194304";"189583";"4,52";"0";"1";"50";"0";"0"
"05.11.2015 17:05:00";"2";"0";"54";"1,13";"4194304";"284793";"6,79";"0";"1";"50";"0";"0"
"05.11.2015 17:10:00";"2";"0";"52";"1,09";"4194304";"256691";"6,12";"0";"1";"50";"0";"0"
"05.11.2015 17:15:00";"2";"0";"50";"1,05";"4194304";"195035";"4,65";"0";"1";"50";"0";"0"
"05.11.2015 17:20:00";"2";"0";"51";"1,08";"4194304";"169869";"4,05";"0";"1";"50";"0";"0"
"05.11.2015 17:25:00";"2";"0";"57";"1,2";"4194304";"181194";"4,32";"0";"3";"50";"0";"0"
"05.11.2015 17:30:00";"2";"0";"52";"1,1";"4194304";"192519";"4,59";"0";"2";"50";"0";"0"
"05.11.2015 17:35:00";"2";"0";"56";"1,17";"4194304";"251239";"5,99";"0";"2";"50";"0";"0"
"05.11.2015 17:40:00";"2";"0";"53";"1,12";"4194304";"197971";"4,72";"0";"2";"50";"0";"0"
"05.11.2015 17:45:00";"2";"0";"50";"1,06";"4194304";"248303";"5,92";"0";"1";"50";"0";"0"
"05.11.2015 17:50:00";"2";"0";"52";"1,08";"4194304";"186647";"4,45";"0";"1";"50";"0";"0"
"05.11.2015 17:55:00";"2";"0";"51";"1,07";"4194304";"239914";"5,72";"0";"1";"50";"0";"0"
"05.11.2015 18:00:00";"2";"0";"51";"1,07";"4194304";"186647";"4,45";"0";"1";"50";"0";"0"
"05.11.2015 18:05:00";"2";"0";"51";"1,07";"4194304";"251239";"5,99";"0";"1";"50";"0";"0"
"05.11.2015 18:10:00";"2";"0";"50";"1,06";"4194304";"262144";"6,25";"0";"1";"50";"0";"0"
"05.11.2015 18:15:00";"2";"0";"50";"1,05";"4194304";"276405";"6,59";"0";"1";"50";"0";"0"
"05.11.2015 18:20:00";"2";"0";"50";"1,05";"4194304";"156028";"3,72";"0";"1";"50";"0";"0"
